,textID,text,selected_text,sentiment
6804,9802befdec," #avatarcamp photos, perhaps?  lol (just itching to see them!)","#avatarcamp photos, perhaps?  lol (just itching to see them!)",neutral
6805,99ce44080e,twittascope is NOT rocking my socks - go away already!!,NOT rocking my socks - go away already!!,neutral
6806,0287f2ddef, WHAT?! i was wanting to see that show!!,WHAT?! i was wanting to see that show!!,negative
6807,33231252fd," That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar","That's cause Ovie is the one man team and when they show Pens highlights, it's the whole because we have more than 1 superstar",neutral
6808,e4a1945972,Just finished watching &quot;Marley and Me&quot;,Just finished watching &quot;Marley and,neutral
6809,e10765aab8,I almost say &quot;bless you&quot; to a sneezing cat,quot;bless,positive
6810,aff1e49459,"AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.","AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.",neutral
6811,a05d814df2, hehe--sorry.  I've never been very good at blending in...,hehe--sorry.  I've never been very good at blending in...,neutral
6812,62de115bd2,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well","Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
6813,baeafa8846,This is California it has to be sunny... But its not ::::: makes me kinda sad,sad,negative
6814,7e100fef58," helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI ****",sorry im not sure when your shows are over there! miss you,negative
6815,6f3ca88a83, I wish.,I wish.,neutral
6816,b260644257,im feeling like ish!  i just wanna go home and go mimis,im feeling like ish!,negative
6817,efc6ac1032,  you're mean to me. You're gonna have to have pizza tonight or it will go off.,e mean,negative
6818,18db290f0e,"Yup, I'm pretty sure summer could not have started off any better than the one this year","Yup, I'm pretty sure summer could not have started off any better than the one this year",positive
6819,e839cf82ce,"...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee",boring!!,negative
6820,16b4cae29a, I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go,I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go,neutral
6821,629f6e50a6,Marley crying for more ball throwing....keeps eying me through the door,crying,negative
6822,14121b5602,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,neutral
6823,7a2a426854, all is quiet in twitterland 2day.,all is quiet in twitterland 2day.,neutral
6824,6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Seriously,",negative
6825,2093622bcd,"my two new favorite prayers:  &quot;help me, help me, help me.&quot;  and &quot;thank you, thank you, thank you.&quot;",favorite,positive
6826,e70193dad3, we are coming...won't be there til around 9....can't stay though,we are coming...won't be there til around 9....can't stay though,neutral
6827,1f4846165f, I missed out on carrot cake last night.  Hope you had fun .,I missed out on carrot cake last night.  Hope you had fun .,neutral
6828,0336a8fb49,  Joe and I loveee you.,Joe and I loveee you.,positive
6829,8d1e51c65b,  Then Google Vs. Twitter . Mother's Day Vs. Mothers Day . . Mother's Day - web1.0 type. Mothers Day is Social Media -web2.0,Then Google Vs. Twitter . Mother's Day Vs. Mothers Day . . Mother's Day - web1.0 type. Mothers Day is Social Media -web2.0,neutral
6830,fea3c0ce76,_breannarose fuuuuuuck  idk if andy can get youuuu,fuuuuuuck  idk if andy can get youuuu,negative
6831,6ec800a85c," Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",Thanks,positive
6832,837956c3d7, Right now it is 5:07am.  Ugghhh.,Ugghhh,negative
6833,3d674929d1,This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,POSITIVE,positive
6834,e19eab5b9e,My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733,RIP,negative
6835,02143c83b4,Movie night with kate,Movie night with kate,neutral
6836,2baf5b012b,Gonna miss the girlys soo super loads! Wish I wasn't going for 3 weeks! It's wayy to long,Gonna miss the girlys soo super loads! Wish I wasn't going for 3 weeks! It's wayy to long,negative
6837,051bfd11d2, yeah and in the tatami room!  kids + tatami dont mix,yeah and in the tatami room!  kids + tatami dont mix,neutral
6838,cb9c2090aa, it'll probably come out like I'm drunk or something...I'll be so nervous!! LOL...thats why we will be there to help eachother,it'll probably come out like I'm drunk or something...I'll be so nervous!! LOL...thats why we will be there to help eachother,neutral
6839,d8cfcd20a1,I dont think my twitpic is working,I dont think my twitpic is working,negative
6840,be15f78d10," Not a fan of the Bulmers, but the Magners pear is AWESOME, I want slush puppy though!  #Hurryup #classy #omgimpatient!","AWESOME, I want slush puppy though!",positive
6841,55a394aa00, http://twitpic.com/4jf4m - Very interesting head gear. lol.,interesting,positive
6842,123b8391b0, me too  Thats why im driving down to Cali in July for HIN Pleasanton.,me too  Thats why im driving down to Cali in July for HIN Pleasanton.,neutral
6843,279376163d, selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,its failing,negative
6844,74e306376f,says numbers are all good - all that's left is the white blood cell count.  http://plurk.com/p/rqo8q,good,positive
6845,aa0dbba4bc,_it_good den fell asleep on me!!!,_it_good,positive
6846,57eb23af61,http://twitpic.com/67ot5 - the most amazing decoration of a store i've ever seen... &amp; it's almost been 2 years,amazing,positive
6847,06aa1c4fc9,I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother's Day,I love my Mom.,positive
6848,32c96c1090,enjoying my new car,enjoying my new car,positive
6849,46530670b1, I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.,I don't like Chris,negative
6850,95c7005fec, have fun on flashy fed hill..im sure you're imported cheeto eating **** will fit in lol,have fun,positive
6851,f6b7c8bfc1,i feel so bad when the kid is sick,bad,negative
6852,ce34562823, LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,e fun,positive
6853,1a1be5d777,Flight to hurghada delayed 7 hours,delayed,negative
6854,68036f7944, Nice musli bars!,Nice,positive
6855,16dd908d13,http://twitpic.com/67l90 -  girrrrrrrrlll i'm going to miss you so bad!!!!,girrrrrrrrlll i'm going to miss you so bad!!!!,negative
6856,8edef35157,Watching the hills  arghh i lovee itt ) makin r liam watch it with me haha... girls aloud in 15 Dayss cannot waitt too see cheryl x,h i lovee itt,positive
6857,16cb02066e,"Now that I have a salary, I can actually spend money. Hooray! Time to go shopping and have dinner at Ahora to say goodbye to .",Hooray!,positive
6858,5250e0d4ba,"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",hectic day,negative
6859,ea321b4877,"That poor girl on britains got talent, god love her  forgot the words and cried  but gets a second chance to perform again : ]",t gets a second chance to perform again,positive
6860,777b6daede,"  I think your friend is thinking of Jonathan, not Danny","I think your friend is thinking of Jonathan, not Danny",neutral
6861,ef55b990e7, we are going all out!,we are going all out!,neutral
6862,b90f7c7c97,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,iHate DirecTV,negative
6863,361f6aa134,About to go pick up my roomate from the airport....no more house to myself.,About to go pick up my roomate from the airport....no more house to myself.,neutral
6864,7a837cdd87,Back from Worcester.  My work week starts on Friday at 2:30.,Back from Worcester.  My work week starts on Friday at 2:30.,neutral
6865,f335dbc0cb,nothin to do,nothin to do,neutral
6866,8fdd5f2cf1,_  Leiiin I can play the introoo,_  Leiiin I can play the introoo,neutral
6867,a6a1af14e7,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",Lost his favorite thing,negative
6868,77c3844210,Has Ruth today,Has Ruth today,neutral
6869,4dc7327dd8,"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has","is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral
6870,d50a063a6d,"ok, I want to quit my job.....","ok, I want to quit my job.....",neutral
6871,46cf277106, well us Brits have to wait a few more days for it!  I thought it was all gonna realized at once! I guess it's worth the wait!,! I guess it's worth the wait!,positive
6872,f172eab046,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,i miss that thing.,negative
6873,adebad3529,  hope your day gets better soon!!,hope your day gets better soon!!,positive
6874,52dc330ff4, What are we doin!!?? Tell me! tell me!,What are we doin!!?? Tell me! tell me!,neutral
6875,407e9cfae4,I only hve 9followers,I only hve 9followers,neutral
6876,f86f222ff4,Tired even though i didn't do much today. glad we got to catch the second half of the cavs game ,glad,positive
6877,da3f12bc95,"  I read somewhere they were restoring the name, hope it happens soon",", hope",positive
6878,520d782e5e," Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you!  I can behave!","Just been in that kind of mood, not reason at all. Lol, but I'll try not to be too mushy around you!  I can behave!",neutral
6879,14caae56d8,_1   is leavin bc of racists *starts cryin*,s cryin,negative
6880,3675ceeedd,Did you know call of duty has a scenario game called &quot;Nazi zombies?&quot; it's awesome and scary at the same time,es?&quot; it's awesome and scary at the,neutral
6881,4a1ce7dc3b,Night of the cookers with my dad,Night of the cookers with my dad,neutral
6882,6459c7af35,Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?,Ugh that walmart was so hot,negative
6883,fef84373a2,  cuss u siad u weren't having it...lol,cuss u siad u weren't having it...lol,neutral
6884,7dc67e70d1, I can't have any.,I can't have any.,neutral
6885,f77d9cff27, haha neither am I. It doesn't matter though you guys do what you want,haha neither am I. It doesn't matter though you guys do what you want,neutral
6886,d3960d0cf0,"haven't twittered in forever. yeah, just had my sixteenth birthday party tonight","haven't twittered in forever. yeah, just had my sixteenth birthday party tonight",neutral
6887,3a10f71633,I love my big brother very much.,I love my big brother very much.,positive
6888,c241e538b3,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,neutral
6889,e2bfbc6eda, heyyy you ALWAYS look nice  wanna come to my friend's party? its june 8th long weekend in sydney,you ALWAYS look nice,positive
6890,41e49a464e,"at work, with a swollen face  thank god it's kohls though. I'm feelin fat. flip flops are about to break annnnd I get my hair done tonight","at work, with a swollen face  thank god it's kohls though. I'm feelin fat. flip flops are about to break annnnd I get my hair done tonight",neutral
6891,cbb5ab8e25, Happy Mother's Day! Hope you have an awesome time with the Bug,Happy Mother's Day!,positive
